2020-03-07,37.56,65.75,68.11,22.46,31.11,315.52
2020-03-08,38.34,64.92,68.99,21.46,31.21,322.52
2020-03-09,38.64,64.2,69.0,21.56,31.51,318.52
2020-03-10,38.18,63.44,69.55,22.26,31.91,323.52
2020-03-11,37.14,62.58,69.28,23.26,32.41,318.52
2020-03-12,36.61,62.63,69.69,23.26,31.91,323.52
2020-03-13,35.75,62.76,70.76,24.06,31.81,331.52
2020-03-14,35.25,62.33,71.83,24.16,32.31,336.52
2020-03-15,35.75,61.28,72.05,23.16,33.21,333.52
2020-03-16,36.24,60.4,72.48,22.86,33.61,336.52
2020-03-17,37.06,60.68,73.56,22.16,32.81,344.52
2020-03-18,36.81,60.36,74.0,22.96,33.31,343.52
2020-03-19,37.52,60.48,73.78,21.96,33.01,339.52
2020-03-20,38.41,61.29,73.67,21.36,32.21,339.52
2020-03-21,39.52,60.76,73.18,20.66,33.21,335.52
2020-03-22,40.08,59.79,73.05,20.66,34.01,336.52
2020-03-23,40.66,59.83,72.44,20.36,33.41,331.52
2020-03-24,40.55,59.76,71.81,20.76,33.51,328.52
2020-03-25,39.83,60.36,72.79,21.46,32.81,340.52
2020-03-26,38.86,61.13,72.96,22.16,32.31,337.52
2020-03-27,37.55,61.14,73.91,23.16,32.71,345.52
2020-03-28,36.82,62.01,75.04,23.26,31.81,351.52
2020-03-29,36.23,62.55,76.25,23.56,31.71,357.52
2020-03-30,36.01,62.81,77.94,23.46,31.71,367.52
2020-03-31,36.37,63.55,79.87,22.86,31.11,377.52
2020-04-01,36.23,62.92,80.83,23.26,32.11,377.52
2020-04-02,36.08,61.85,82.18,23.36,32.91,385.52
2020-04-03,36.24,60.77,83.83,23.06,33.51,394.52
2020-04-04,37.15,60.59,84.33,22.06,33.11,391.52
2020-04-05,38.14,60.32,84.04,21.46,33.31,386.52
2020-04-06,38.63,59.39,83.46,21.46,34.21,382.52
2020-04-07,38.52,58.51,83.17,21.86,34.71,382.52
2020-04-08,37.95,57.66,82.59,22.46,35.21,378.52
2020-04-09,37.92,57.4,83.17,22.16,35.01,386.52
2020-04-10,37.08,56.47,84.11,23.16,36.01,392.52
2020-04-11,36.06,56.4,85.66,23.96,35.51,402.52
2020-04-12,35.55,56.21,87.63,23.96,35.71,413.52
2020-04-13,35.9,55.35,88.5,23.16,36.71,412.52
2020-04-14,36.81,54.19,88.83,22.26,37.71,411.52
2020-04-15,36.61,53.34,89.54,23.06,38.11,416.52
2020-04-16,36.91,52.84,90.54,22.56,38.21,422.52
2020-04-17,36.27,51.93,91.48,23.56,39.21,426.52
2020-04-18,35.8,51.47,92.27,23.76,39.21,429.52
2020-04-19,35.87,51.64,92.99,23.36,38.61,432.52
2020-04-20,36.3,51.46,94.11,22.86,39.01,439.52
2020-04-21,36.27,51.56,95.97,23.16,38.71,451.52
2020-04-22,36.26,51.62,98.2,23.16,38.71,463.52
2020-04-23,35.65,51.06,99.31,23.96,39.61,463.52
2020-04-24,35.79,50.52,100.09,23.36,40.01,465.52
2020-04-25,35.49,50.9,101.12,23.86,39.01,471.52
2020-04-26,34.77,50.57,102.83,24.66,39.81,482.52
2020-04-27,34.07,50.79,104.88,25.16,39.21,493.52
2020-04-28,33.85,50.45,107.21,24.96,39.91,505.52
2020-04-29,33.54,50.93,108.8,25.26,38.91,509.52
2020-04-30,33.46,51.78,109.27,25.16,38.01,506.52
2020-05-01,33.89,52.69,110.27,24.46,37.31,513.52
2020-05-02,33.5,52.52,110.98,25.36,38.21,515.52
2020-05-03,33.5,52.71,111.34,25.06,37.81,515.52
2020-05-04,34.05,53.52,112.06,24.26,36.81,520.52
2020-05-05,33.78,53.21,112.74,25.06,37.81,523.52
2020-05-06,33.44,52.99,112.65,25.36,37.91,519.52
2020-05-07,33.74,53.44,112.5,24.66,37.11,518.52
2020-05-08,33.36,54.42,111.88,25.46,36.11,513.52
2020-05-09,33.04,54.68,111.03,25.66,36.41,508.52
2020-05-10,32.32,55.03,110.28,26.56,36.11,505.52
2020-05-11,31.62,55.14,109.8,27.16,36.21,504.52
2020-05-12,32.54,60.24,98.48,25.08,30.6,402.26
2020-05-13,32.68,62.69,92.6,25.58,30.7,400.26
2020-05-14,32.31,64.35,89.55,26.28,30.3,399.26
2020-05-15,32.44,65.73,88.35,25.78,29.8,402.26
2020-05-16,32.25,65.43,88.08,26.18,30.7,405.26
2020-05-17,31.74,64.56,87.62,26.88,31.4,402.26
2020-05-18,32.7,67.74,81.85,24.94,28.2,351.13
2020-05-19,33.39,68.11,79.72,24.64,29.2,358.13
2020-05-20,34.23,67.61,78.55,23.94,29.8,357.13
2020-05-21,34.01,67.03,78.07,24.84,30.1,358.13
2020-05-22,33.64,66.19,78.05,25.24,30.6,360.13
2020-05-23,33.92,65.46,77.82,24.54,30.9,358.13
2020-05-24,33.53,64.98,78.25,25.34,31.0,363.13
2020-05-25,32.76,64.04,79.01,26.24,31.7,368.13
2020-05-26,32.88,64.38,80.14,25.44,30.9,375.13
2020-05-27,32.81,64.66,81.58,25.64,30.8,383.13
2020-05-28,32.34,65.66,81.86,26.34,30.0,379.13
2020-05-29,32.17,67.19,81.79,26.24,29.1,377.13
2020-05-30,32.71,68.81,81.21,25.24,28.4,372.13
2020-05-31,33.6,69.74,80.7,24.34,28.3,370.13
2020-06-01,34.33,70.2,80.99,23.94,28.3,375.13
2020-06-02,34.27,71.33,80.59,24.54,27.6,370.13
2020-06-03,34.74,71.38,81.15,23.84,28.0,377.13
2020-06-04,34.55,72.72,81.65,24.44,27.0,379.13
2020-06-05,34.95,73.26,82.98,23.74,27.1,389.13
2020-06-06,35.46,72.34,83.86,23.34,28.0,391.13
2020-06-07,36.44,72.53,84.2,22.44,27.5,390.13
2020-06-08,36.52,71.85,84.9,22.94,28.1,395.13
2020-06-09,37.05,71.77,85.26,22.34,27.9,395.13
2020-06-10,36.82,72.78,85.22,22.94,27.1,393.13
2020-06-11,36.79,74.7,85.74,22.84,26.1,398.13
2020-06-12,36.85,74.8,86.76,22.74,26.7,405.13
2020-06-13,36.72,74.85,87.7,22.94,26.7,409.13
2020-06-14,37.24,75.74,89.47,22.24,26.1,421.13
2020-06-15,37.58,75.18,90.14,22.14,26.8,419.13
2020-06-16,37.01,75.32,90.59,23.04,26.5,420.13
2020-06-17,36.96,74.02,90.91,22.74,27.5,421.13
2020-06-18,37.19,74.18,91.73,22.44,26.9,427.13
2020-06-19,37.38,73.06,92.79,22.34,27.8,433.13
2020-06-20,38.09,71.62,93.32,21.64,28.5,433.13
2020-06-21,38.44,70.17,93.58,21.64,29.1,433.13
2020-06-22,38.18,70.05,94.9,22.14,28.6,444.13
2020-06-23,37.63,69.39,96.54,22.64,29.1,453.13
2020-06-24,38.03,68.25,97.36,21.84,29.8,453.13
2020-06-25,37.81,66.59,97.34,22.34,30.8,449.13
2020-06-26,37.12,65.87,97.97,23.04,30.7,455.13
2020-06-27,37.1,65.19,98.94,22.64,31.0,461.13
2020-06-28,36.46,64.44,100.19,23.44,31.4,468.13
2020-06-29,35.91,64.48,100.81,23.74,31.0,468.13
2020-06-30,35.2,64.19,101.66,24.34,31.3,473.13
2020-07-01,34.5,64.14,102.95,24.84,31.2,481.13
2020-07-02,34.64,63.32,103.38,24.14,32.0,479.13
2020-07-03,34.29,61.96,103.16,24.74,33.0,475.13
2020-07-04,34.39,62.04,104.03,24.34,32.2,484.13
2020-07-05,34.95,61.98,104.35,23.64,32.3,483.13
2020-07-06,35.69,61.57,104.3,23.04,32.7,481.13
2020-07-07,36.55,60.63,104.92,22.44,33.5,487.13
2020-07-08,36.65,59.99,105.34,22.84,33.7,488.13
2020-07-09,36.23,60.11,105.55,23.44,33.2,488.13
2020-07-10,35.51,61.11,106.85,24.14,32.2,499.13
2020-07-11,35.21,62.61,107.6,24.04,31.2,500.13
2020-07-12,35.51,63.56,109.17,23.44,31.0,511.13
2020-07-13,35.59,64.46,110.61,23.54,30.6,517.13
2020-07-14,35.11,65.45,112.3,24.24,30.1,526.13
2020-07-15,34.19,66.85,113.15,25.24,29.3,526.13
2020-07-16,33.4,66.87,113.25,25.74,29.9,523.13
2020-07-17,32.82,67.33,112.75,26.04,29.5,518.13
2020-07-18,32.05,66.78,113.48,26.84,30.2,527.13
2020-07-19,31.1,67.17,113.52,27.84,29.6,524.13
2020-07-20,32.06,70.21,101.4,25.42,27.3,412.06
2020-07-21,33.15,72.7,95.12,24.52,26.6,410.06
2020-07-22,33.09,72.71,92.74,25.42,27.5,417.06
2020-07-23,32.86,72.07,92.42,25.72,28.0,425.06
2020-07-24,33.21,72.93,93.34,25.02,27.1,435.06
2020-07-25,32.74,73.37,93.48,26.02,27.1,432.06
2020-07-26,32.2,73.05,94.3,26.52,27.5,439.06
2020-07-27,31.75,73.29,94.93,26.82,27.2,441.06
2020-07-28,32.72,74.96,87.61,24.91,26.1,370.53
2020-07-29,33.35,75.36,85.14,24.71,26.4,381.53
2020-07-30,34.38,76.29,84.12,23.71,25.9,383.53
2020-07-31,35.35,77.05,83.39,23.11,25.7,381.53
2020-08-01,36.58,76.12,84.11,22.21,26.6,391.53
2020-08-02,36.61,74.42,84.04,22.91,27.5,387.53
2020-08-03,36.47,73.57,84.22,23.11,27.5,389.53
2020-08-04,36.01,73.69,84.31,23.61,27.1,389.53
2020-08-05,36.49,74.87,84.57,22.71,26.3,391.53
2020-08-06,37.4,75.17,84.48,21.91,26.5,389.53
2020-08-07,38.04,76.49,85.2,21.71,25.7,396.53
2020-08-08,38.18,77.31,86.53,21.91,25.6,405.53
2020-08-09,38.42,76.97,86.87,21.71,26.1,402.53
2020-08-10,38.28,75.66,88.34,22.01,26.9,414.53
2020-08-11,39.03,74.73,89.3,21.11,27.1,416.53
2020-08-12,40.18,73.47,89.77,20.31,27.7,416.53
2020-08-13,41.83,73.63,90.44,19.31,27.1,420.53
2020-08-14,40.76,75.2,84.25,21.15,26.05,360.27
2020-08-15,39.32,74.98,80.72,22.15,26.75,356.27
2020-08-16,39.23,75.59,79.71,21.45,26.25,363.27
2020-08-17,38.31,76.03,80.51,22.45,26.15,375.27
2020-08-18,38.45,76.7,81.78,21.75,25.85,383.27
2020-08-19,39.35,75.87,82.41,20.85,26.65,383.27
2020-08-20,39.33,74.1,82.4,21.35,27.65,380.27
2020-08-21,39.32,72.96,82.83,21.35,27.85,384.27
2020-08-22,38.44,72.39,83.91,22.35,27.85,392.27
2020-08-23,38.08,72.49,84.13,22.25,27.55,389.27
2020-08-24,38.6,71.9,83.91,21.45,28.05,386.27
2020-08-25,38.42,71.98,84.23,21.95,27.75,390.27
2020-08-26,38.59,73.1,85.48,21.65,26.95,400.27
2020-08-27,38.59,74.64,87.18,21.75,26.25,410.27
2020-08-28,39.04,74.29,88.25,21.25,27.05,412.27
2020-08-29,40.04,74.81,89.66,20.45,26.55,420.27
2020-08-30,41.06,75.94,90.03,19.95,25.95,417.27
2020-08-31,40.07,77.22,83.87,21.48,25.48,358.63
2020-09-01,40.53,79.14,80.68,20.48,24.68,357.63
2020-09-02,41.82,81.63,79.62,19.48,23.78,362.63
2020-09-03,40.67,81.82,75.7,21.24,24.39,331.32
2020-09-04,39.31,81.41,72.05,22.12,24.69,315.66
2020-09-05,38.63,80.08,71.09,22.12,25.39,323.66
2020-09-06,39.1,80.7,70.39,21.22,24.59,321.66
2020-09-07,39.71,79.42,69.82,20.82,25.59,319.66
2020-09-08,40.72,79.88,69.22,20.12,24.89,316.66
2020-09-09,41.43,81.79,70.1,19.92,23.89,327.66
2020-09-10,42.0,81.56,70.77,19.72,24.59,329.66
2020-09-11,42.62,81.77,72.29,19.42,24.39,340.66
2020-09-12,43.49,83.09,73.91,18.92,23.69,348.66
2020-09-13,41.77,82.62,72.09,20.96,24.35,324.33
2020-09-14,41.81,80.76,71.51,20.06,25.35,327.33
2020-09-15,40.93,78.34,72.51,20.96,26.35,339.33
2020-09-16,39.85,77.71,73.99,21.66,25.95,348.33
2020-09-17,39.12,76.24,74.52,21.86,26.75,346.33
2020-09-18,39.68,74.29,75.64,20.86,27.65,354.33
2020-09-19,40.06,74.53,76.97,20.76,26.75,361.33
2020-09-20,39.68,74.65,77.74,21.36,26.75,362.33
2020-09-21,39.77,76.17,78.23,21.06,25.75,363.33
2020-09-22,39.36,75.89,79.77,21.56,26.45,375.33
2020-09-23,39.9,76.05,81.63,20.76,26.25,385.33
2020-09-24,39.88,75.0,83.1,21.06,27.05,390.33
2020-09-25,39.78,73.41,83.73,21.16,27.85,389.33
2020-09-26,39.27,73.41,85.34,21.66,27.25,401.33
2020-09-27,38.92,74.23,86.47,21.76,26.65,404.33
2020-09-28,39.39,75.22,87.91,21.06,26.25,412.33
2020-09-29,40.21,75.42,88.3,20.46,26.45,409.33
2020-09-30,41.46,74.55,89.58,19.66,27.15,419.33
2020-10-01,40.41,75.63,83.75,21.33,26.07,359.66
2020-10-02,39.43,76.92,82.14,21.83,25.57,371.66
2020-10-03,39.68,78.03,80.79,21.03,25.27,366.66
2020-10-04,39.99,79.71,79.79,20.83,24.57,363.66
2020-10-05,40.85,79.74,79.19,20.13,25.07,362.66
2020-10-06,41.07,79.44,78.56,20.33,25.27,359.66
2020-10-07,40.88,79.13,78.03,20.63,25.37,357.66
2020-10-08,41.19,80.43,78.08,20.23,24.47,360.66
2020-10-09,40.01,80.64,74.83,21.61,24.74,330.33
2020-10-10,39.43,81.75,74.39,21.61,24.14,341.33
2020-10-11,39.5,81.97,75.04,21.21,24.34,349.33
2020-10-12,38.74,81.52,72.69,22.11,24.67,324.67
2020-10-13,38.02,80.81,71.41,22.51,24.97,323.67
2020-10-14,38.35,82.13,71.85,21.71,23.97,333.67
2020-10-15,38.07,84.04,73.26,22.21,23.27,344.67
2020-10-16,38.37,83.74,74.19,21.71,23.97,346.67
2020-10-17,39.26,84.85,74.97,20.91,23.27,349.67
2020-10-18,40.61,84.85,75.37,20.01,23.57,349.67
2020-10-19,39.83,83.61,72.87,21.5,24.28,324.83
2020-10-20,38.65,82.98,71.84,22.4,24.28,326.83
2020-10-21,38.66,83.01,72.63,21.7,24.08,338.83
2020-10-22,38.76,81.69,73.56,21.6,24.88,343.83
2020-10-23,39.08,82.54,74.79,21.3,23.98,350.83
2020-10-24,38.71,81.46,75.18,21.9,24.88,348.83
2020-10-25,38.05,80.82,72.74,22.45,24.94,324.42
2020-10-26,38.06,80.5,72.38,22.05,24.94,332.42
2020-10-27,38.24,79.1,72.31,21.85,25.74,333.42
2020-10-28,37.9,78.55,73.47,22.35,25.64,344.42
2020-10-29,37.56,77.53,74.48,22.55,26.14,348.42
2020-10-30,37.48,75.88,76.18,22.45,26.94,359.42
2020-10-31,37.19,74.65,76.7,22.75,27.24,356.42
2020-11-01,37.37,74.03,78.15,22.35,27.24,367.42
2020-11-02,37.14,72.68,78.99,22.75,28.04,368.42
2020-11-03,37.52,72.52,79.08,22.15,27.64,365.42
2020-11-04,36.97,71.67,79.02,23.05,28.24,364.42
2020-11-05,37.18,70.87,79.85,22.45,28.54,372.42
2020-11-06,38.07,70.35,80.27,21.55,28.64,372.42
2020-11-07,38.88,71.35,80.91,21.15,27.64,376.42
2020-11-08,39.38,70.83,80.91,21.05,28.44,373.42
2020-11-09,40.11,70.95,81.13,20.55,28.14,375.42
2020-11-10,40.89,71.39,81.99,20.15,27.84,382.42
2020-11-11,42.13,70.37,82.42,19.35,28.84,382.42
2020-11-12,40.89,72.33,78.18,21.18,26.92,341.21
2020-11-13,40.27,72.24,76.7,21.18,27.72,347.21
2020-11-14,39.41,71.55,76.18,21.78,28.22,349.21
2020-11-15,38.13,70.59,76.36,22.78,28.72,353.21
2020-11-16,37.58,70.36,77.42,22.68,28.52,362.21
2020-11-17,38.06,71.38,79.14,21.78,27.62,373.21
2020-11-18,38.85,72.98,79.57,21.18,26.82,369.21
2020-11-19,38.53,74.48,79.89,21.98,26.32,370.21
2020-11-20,39.18,73.84,80.48,21.08,27.32,374.21
2020-11-21,40.39,73.52,80.24,20.18,27.32,369.21
2020-11-22,41.42,72.45,79.58,19.78,28.02,364.21
2020-11-23,42.6,71.53,80.0,19.18,28.32,371.21
2020-11-24,41.21,73.28,76.36,21.09,26.66,335.6
2020-11-25,40.99,74.43,75.19,20.59,26.46,341.6
2020-11-26,40.59,75.29,75.9,20.89,26.26,353.6
2020-11-27,41.09,76.92,76.04,20.19,25.46,351.6
2020-11-28,41.76,77.74,76.54,19.79,25.46,355.6
2020-11-29,41.27,79.09,77.12,20.59,24.86,358.6
2020-11-30,40.17,78.82,77.3,21.49,25.46,357.6
2020-12-01,39.35,78.08,77.28,21.79,25.86,356.6
2020-12-02,39.3,78.01,77.38,21.39,25.66,357.6
2020-12-03,40.24,79.23,76.89,20.39,24.86,352.6
2020-12-04,40.41,81.35,76.43,20.69,23.96,350.6
2020-12-05,39.42,81.52,73.45,21.84,24.48,325.3
2020-12-06,38.25,82.64,72.18,22.64,23.88,327.3
2020-12-07,38.34,83.19,71.44,21.84,23.88,326.3
2020-12-08,39.31,84.92,71.29,20.84,23.08,328.3
2020-12-09,38.96,87.75,71.43,21.74,22.08,330.3
2020-12-10,39.62,89.37,72.47,20.84,21.98,339.3
2020-12-11,39.47,92.35,72.88,21.34,20.98,338.3
2020-12-12,39.59,94.76,74.39,21.14,20.58,350.3
2020-12-13,40.63,96.45,75.04,20.14,20.38,349.3
2020-12-14,39.77,92.3,72.69,21.57,22.69,324.65
2020-12-15,39.35,90.81,71.19,21.57,22.39,321.65
2020-12-16,39.5,88.53,71.63,21.17,23.19,332.65
2020-12-17,38.68,88.93,71.64,22.17,22.39,330.65
2020-12-18,37.77,88.34,72.07,22.77,22.79,334.65
2020-12-19,36.85,88.44,71.75,23.37,22.59,329.65
2020-12-20,35.86,89.08,71.04,24.07,22.29,324.65
2020-12-21,34.67,88.42,70.8,25.07,22.79,325.65
2020-12-22,34.08,88.67,71.76,25.07,22.49,335.65
2020-12-23,33.65,90.02,72.57,25.27,21.89,338.65
2020-12-24,33.24,89.87,73.08,25.57,22.29,339.65
2020-12-25,32.66,90.21,73.77,26.17,22.09,343.65
2020-12-26,31.83,88.79,74.65,27.07,22.89,348.65
2020-12-27,32.68,86.16,72.46,25.04,23.95,324.33
2020-12-28,33.66,84.67,71.58,24.24,24.05,326.33
2020-12-29,33.87,84.1,70.82,24.64,23.95,323.33
2020-12-30,34.47,83.12,70.54,23.94,24.35,324.33
2020-12-31,34.27,81.65,70.62,24.64,24.95,326.33
2021-01-01,34.04,81.9,71.86,24.84,24.35,337.33
2021-01-02,33.33,81.69,73.01,25.74,24.55,342.33
2021-01-03,32.97,81.75,73.16,25.74,24.45,338.33
2021-01-04,33.19,82.64,74.42,25.14,23.95,349.33
2021-01-05,33.7,83.26,75.71,24.54,23.85,355.33
2021-01-06,34.03,83.39,76.35,24.44,23.95,355.33
2021-01-07,33.85,85.28,76.12,24.94,22.95,350.33
2021-01-08,33.43,88.0,76.12,25.44,22.05,351.33
2021-01-09,33.35,88.36,77.2,25.24,22.55,361.33
2021-01-10,33.64,89.75,78.18,24.74,21.95,365.33
2021-01-11,34.51,88.84,79.53,23.74,22.75,373.33
2021-01-12,35.01,88.58,80.97,23.64,22.65,380.33
2021-01-13,35.73,90.07,82.77,23.04,21.85,390.33
2021-01-14,36.74,89.39,84.21,22.24,22.55,395.33
2021-01-15,37.42,89.45,85.69,22.04,22.35,402.33
2021-01-16,37.34,90.92,85.89,22.54,21.65,397.33
2021-01-17,37.46,90.82,87.29,22.34,22.05,409.33
2021-01-18,37.11,89.77,87.66,22.84,22.55,406.33
2021-01-19,37.1,88.09,89.04,22.64,23.15,417.33
2021-01-20,37.68,88.8,90.49,21.94,22.35,424.33
2021-01-21,38.24,91.25,91.43,21.64,21.35,426.33
2021-01-22,38.98,94.3,92.44,21.14,20.55,431.33
2021-01-23,39.44,94.67,93.81,21.04,21.05,439.33
2021-01-24,40.36,92.69,94.83,20.34,22.05,442.33
2021-01-25,39.55,88.86,87.62,21.67,23.52,371.16
2021-01-26,38.57,85.65,80.17,22.33,24.26,335.58
2021-01-27,37.8,83.42,74.51,22.67,24.63,317.79
2021-01-28,36.94,81.98,72.98,23.27,24.83,329.79
2021-01-29,36.13,82.78,72.22,23.77,23.93,329.79
2021-01-30,35.22,83.53,72.16,24.47,23.73,332.79
2021-01-31,35.12,83.21,72.02,23.97,24.13,331.79
2021-02-01,34.65,82.37,73.04,24.57,24.53,341.79
2021-02-02,34.0,81.95,73.44,25.17,24.53,340.79
2021-02-03,33.42,80.61,74.07,25.57,25.23,344.79
2021-02-04,33.39,79.02,74.17,25.17,25.83,342.79
2021-02-05,32.92,77.34,74.11,25.87,26.43,341.79
2021-02-06,32.56,76.08,73.65,26.07,26.73,337.79
2021-02-07,32.64,75.45,73.96,25.67,26.73,342.79
2021-02-08,32.61,76.59,75.09,25.77,25.73,351.79
2021-02-09,32.79,76.86,76.74,25.47,25.93,361.79
2021-02-10,33.55,78.06,77.67,24.47,25.23,362.79
2021-02-11,34.14,79.63,79.01,24.17,24.63,370.79
2021-02-12,34.66,80.42,79.45,23.87,24.63,368.79
2021-02-13,34.42,81.48,79.35,24.57,24.23,365.79
2021-02-14,34.29,81.84,80.5,24.57,24.33,376.79
2021-02-15,34.23,82.36,81.93,24.57,24.13,384.79
2021-02-16,33.73,83.32,83.84,25.27,23.73,395.79
2021-02-17,33.54,83.8,85.88,25.17,23.73,405.79
2021-02-18,34.07,85.32,86.79,24.27,23.03,404.79
2021-02-19,35.0,84.98,86.92,23.37,23.63,401.79
2021-02-20,34.87,83.93,88.29,24.17,24.13,413.79
2021-02-21,34.8,82.08,89.62,24.17,24.93,419.79
2021-02-22,34.91,82.48,91.37,23.97,24.13,429.79
2021-02-23,34.27,81.03,92.03,24.97,25.13,427.79
2021-02-24,33.43,81.79,93.33,25.77,24.23,436.79
2021-02-25,33.19,82.16,94.31,25.47,24.23,439.79
2021-02-26,33.68,83.94,95.67,24.57,23.33,447.79
2021-02-27,33.86,83.41,96.56,24.67,24.13,449.79
2021-02-28,34.3,81.66,96.57,24.17,25.03,445.79
2021-03-01,34.88,81.26,97.77,23.67,24.73,456.79
2021-03-02,34.96,81.73,98.59,23.97,24.33,458.79
2021-03-03,34.63,82.14,99.21,24.47,24.23,460.79
2021-03-04,34.06,81.83,99.31,25.07,24.53,458.79
2021-03-05,33.71,81.68,99.79,25.17,24.53,462.79
2021-03-06,33.47,80.48,100.14,25.27,25.23,463.79
2021-03-07,33.15,79.1,99.99,25.57,25.73,460.79
2021-03-08,32.8,79.82,100.67,25.87,24.83,467.79
2021-03-09,32.82,80.84,101.12,25.57,24.43,468.79
2021-03-10,32.76,82.38,102.65,25.67,23.83,480.79
2021-03-11,32.86,83.16,104.49,25.47,23.83,490.79
2021-03-12,33.38,83.19,106.72,24.77,24.03,502.79
2021-03-13,33.99,83.04,108.04,24.27,24.13,504.79
2021-03-14,34.36,81.47,109.57,24.17,25.03,512.79
2021-03-15,34.2,81.33,111.1,24.67,24.63,519.79
2021-03-16,34.76,82.28,111.53,23.77,24.03,516.79
2021-03-17,34.82,82.07,112.08,24.07,24.43,519.79
2021-03-18,34.64,83.18,111.81,24.37,23.73,514.79
2021-03-19,34.13,85.58,111.67,24.97,22.73,514.79
2021-03-20,34.29,87.98,112.47,24.37,22.13,522.79
2021-03-21,34.81,88.77,113.52,23.77,22.33,528.79
2021-03-22,35.6,91.05,114.7,23.07,21.43,534.79
2021-03-23,35.76,93.3,116.58,23.37,20.93,546.79
2021-03-24,35.99,90.19,104.16,23.18,22.97,423.4
2021-03-25,36.42,87.71,98.81,22.78,23.47,431.4
2021-03-26,36.47,87.02,96.14,22.98,23.17,431.4
2021-03-27,36.58,85.07,95.89,22.88,24.07,441.4
2021-03-28,36.39,83.57,96.63,23.18,24.37,449.4
